미세먼지농도
[검색조건]
지점명 : , 자료구분:일자료 , 기간 : 20160101 ~ 20181231

지점번호,지점명,일자,미세먼지농도(㎍/㎥)
232,천안,2018-03-02,49
268,진도군,2018-03-02,35
273,문경,2018-03-02,34
501,연평도,2018-03-02,63
90,속초,2018-03-03,35
93,북춘천,2018-03-03,44
94,광덕산,2018-03-03,31
100,대관령,2018-03-03,25
102,백령도,2018-03-03,30
108,서울,2018-03-03,58
115,울릉도독도(감),2018-03-03,20
116,관악산,2018-03-03,31
119,수원,2018-03-03,54
121,영월,2018-03-03,38
130,울진,2018-03-03,29
132,안면도(감),2018-03-03,32
135,추풍령,2018-03-03,39
136,안동,2018-03-03,39
140,군산,2018-03-03,39
143,대구,2018-03-03,49
146,전주,2018-03-03,36
152,울산,2018-03-03,34
156,광주,2018-03-03,32
160,부산(레),2018-03-03,34
169,흑산도,2018-03-03,23
185,고산,2018-03-03,20
192,진주,2018-03-03,34
201,강화,2018-03-03,47
229,북격렬비도 *,2018-03-03,33
232,천안,2018-03-03,44
268,진도군,2018-03-03,27
273,문경,2018-03-03,30
501,연평도,2018-03-03,46
90,속초,2018-03-04,14
93,북춘천,2018-03-04,22
94,광덕산,2018-03-04,
100,대관령,2018-03-04,13
102,백령도,2018-03-04,15
108,서울,2018-03-04,25
115,울릉도독도(감),2018-03-04,17
116,관악산,2018-03-04,9
119,수원,2018-03-04,27
121,영월,2018-03-04,26
130,울진,2018-03-04,20
132,안면도(감),2018-03-04,26
135,추풍령,2018-03-04,27
136,안동,2018-03-04,33
140,군산,2018-03-04,33
143,대구,2018-03-04,35
146,전주,2018-03-04,24
152,울산,2018-03-04,25
156,광주,2018-03-04,20
160,부산(레),2018-03-04,23
169,흑산도,2018-03-04,12
185,고산,2018-03-04,18
192,진주,2018-03-04,29
201,강화,2018-03-04,22
229,북격렬비도 *,2018-03-04,15
232,천안,2018-03-04,31
268,진도군,2018-03-04,22
273,문경,2018-03-04,
501,연평도,2018-03-04,17
90,속초,2018-03-05,27
93,북춘천,2018-03-05,
94,광덕산,2018-03-05,
100,대관령,2018-03-05,
102,백령도,2018-03-05,32
108,서울,2018-03-05,
115,울릉도독도(감),2018-03-05,12
116,관악산,2018-03-05,
119,수원,2018-03-05,
121,영월,2018-03-05,
130,울진,2018-03-05,15
132,안면도(감),2018-03-05,10
135,추풍령,2018-03-05,
136,안동,2018-03-05,
140,군산,2018-03-05,
143,대구,2018-03-05,
146,전주,2018-03-05,
152,울산,2018-03-05,
156,광주,2018-03-05,
160,부산(레),2018-03-05,
169,흑산도,2018-03-05,
185,고산,2018-03-05,
192,진주,2018-03-05,
201,강화,2018-03-05,
229,북격렬비도 *,2018-03-05,18
232,천안,2018-03-05,
268,진도군,2018-03-05,9
273,문경,2018-03-05,
501,연평도,2018-03-05,11
90,속초,2018-03-06,34
93,북춘천,2018-03-06,23
94,광덕산,2018-03-06,24
100,대관령,2018-03-06,17
102,백령도,2018-03-06,24
108,서울,2018-03-06,30
115,울릉도독도(감),2018-03-06,13
116,관악산,2018-03-06,22
119,수원,2018-03-06,28
121,영월,2018-03-06,21
130,울진,2018-03-06,21
132,안면도(감),2018-03-06,21
135,추풍령,2018-03-06,19
136,안동,2018-03-06,21
140,군산,2018-03-06,
143,대구,2018-03-06,23
146,전주,2018-03-06,
152,울산,2018-03-06,21
156,광주,2018-03-06,19
160,부산(레),2018-03-06,31
169,흑산도,2018-03-06,23
185,고산,2018-03-06,
192,진주,2018-03-06,19
201,강화,2018-03-06,30
229,북격렬비도 *,2018-03-06,24
232,천안,2018-03-06,28
268,진도군,2018-03-06,17
273,문경,2018-03-06,19
501,연평도,2018-03-06,24
90,속초,2018-03-07,28
93,북춘천,2018-03-07,24
94,광덕산,2018-03-07,22
100,대관령,2018-03-07,17
102,백령도,2018-03-07,27
108,서울,2018-03-07,28
115,울릉도독도(감),2018-03-07,11
116,관악산,2018-03-07,21
119,수원,2018-03-07,29
121,영월,2018-03-07,17
130,울진,2018-03-07,22
132,안면도(감),2018-03-07,27
135,추풍령,2018-03-07,17
136,안동,2018-03-07,20
140,군산,2018-03-07,27
143,대구,2018-03-07,22
146,전주,2018-03-07,26
152,울산,2018-03-07,19
156,광주,2018-03-07,24
160,부산(레),2018-03-07,26
169,흑산도,2018-03-07,23
185,고산,2018-03-07,
192,진주,2018-03-07,22
201,강화,2018-03-07,35
229,북격렬비도 *,2018-03-07,31
232,천안,2018-03-07,26
268,진도군,2018-03-07,24
273,문경,2018-03-07,21
501,연평도,2018-03-07,32
90,속초,2018-03-08,14
93,북춘천,2018-03-08,11
94,광덕산,2018-03-08,17
100,대관령,2018-03-08,
102,백령도,2018-03-08,43
108,서울,2018-03-08,27
115,울릉도독도(감),2018-03-08,5
116,관악산,2018-03-08,
119,수원,2018-03-08,32
121,영월,2018-03-08,8
130,울진,2018-03-08,
132,안면도(감),2018-03-08,30
135,추풍령,2018-03-08,15
136,안동,2018-03-08,10
140,군산,2018-03-08,
143,대구,2018-03-08,12
146,전주,2018-03-08,
152,울산,2018-03-08,7
156,광주,2018-03-08,22
160,부산(레),2018-03-08,
169,흑산도,2018-03-08,30
185,고산,2018-03-08,24
192,진주,2018-03-08,
201,강화,2018-03-08,36
229,북격렬비도 *,2018-03-08,35
232,천안,2018-03-08,
268,진도군,2018-03-08,26
273,문경,2018-03-08,15
501,연평도,2018-03-08,41
90,속초,2018-03-09,38
93,북춘천,2018-03-09,24
94,광덕산,2018-03-09,23
100,대관령,2018-03-09,13
102,백령도,2018-03-09,23
108,서울,2018-03-09,
115,울릉도독도(감),2018-03-09,16
116,관악산,2018-03-09,41
119,수원,2018-03-09,52
121,영월,2018-03-09,26
130,울진,2018-03-09,24
132,안면도(감),2018-03-09,32
135,추풍령,2018-03-09,50
136,안동,2018-03-09,14
140,군산,2018-03-09,60
143,대구,2018-03-09,20
146,전주,2018-03-09,61
152,울산,2018-03-09,16
156,광주,2018-03-09,51
160,부산(레),2018-03-09,25
169,흑산도,2018-03-09,33
185,고산,2018-03-09,42
192,진주,2018-03-09,26
201,강화,2018-03-09,39
229,북격렬비도 *,2018-03-09,30
232,천안,2018-03-09,60
268,진도군,2018-03-09,39
273,문경,2018-03-09,40
501,연평도,2018-03-09,26
90,속초,2018-03-10,37
93,북춘천,2018-03-10,46
94,광덕산,2018-03-10,35
100,대관령,2018-03-10,37
102,백령도,2018-03-10,28
108,서울,2018-03-10,32
115,울릉도독도(감),2018-03-10,15
116,관악산,2018-03-10,38
119,수원,2018-03-10,43
121,영월,2018-03-10,35
130,울진,2018-03-10,24
132,안면도(감),2018-03-10,22
135,추풍령,2018-03-10,30
136,안동,2018-03-10,26
140,군산,2018-03-10,34
143,대구,2018-03-10,32
146,전주,2018-03-10,40
152,울산,2018-03-10,27
156,광주,2018-03-10,39
160,부산(레),2018-03-10,38
169,흑산도,2018-03-10,18
185,고산,2018-03-10,
192,진주,2018-03-10,29
201,강화,2018-03-10,30
229,북격렬비도 *,2018-03-10,21
232,천안,2018-03-10,49
268,진도군,2018-03-10,24
273,문경,2018-03-10,26
501,연평도,2018-03-10,25
90,속초,2018-03-11,38
93,북춘천,2018-03-11,42
94,광덕산,2018-03-11,29
100,대관령,2018-03-11,35
102,백령도,2018-03-11,34
108,서울,2018-03-11,49
115,울릉도독도(감),2018-03-11,23
116,관악산,2018-03-11,37
119,수원,2018-03-11,48
121,영월,2018-03-11,45
130,울진,2018-03-11,38
132,안면도(감),2018-03-11,50
135,추풍령,2018-03-11,38
136,안동,2018-03-11,47
140,군산,2018-03-11,65
143,대구,2018-03-11,47
146,전주,2018-03-11,55
152,울산,2018-03-11,39
156,광주,2018-03-11,53
160,부산(레),2018-03-11,55
169,흑산도,2018-03-11,43
185,고산,2018-03-11,
192,진주,2018-03-11,42
201,강화,2018-03-11,54
229,북격렬비도 *,2018-03-11,62
232,천안,2018-03-11,52
268,진도군,2018-03-11,49
273,문경,2018-03-11,47
501,연평도,2018-03-11,38
90,속초,2018-03-12,55
93,북춘천,2018-03-12,74
94,광덕산,2018-03-12,93
100,대관령,2018-03-12,64
102,백령도,2018-03-12,34
108,서울,2018-03-12,77
115,울릉도독도(감),2018-03-12,22
116,관악산,2018-03-12,83
119,수원,2018-03-12,105
121,영월,2018-03-12,58
130,울진,2018-03-12,40
132,안면도(감),2018-03-12,60
135,추풍령,2018-03-12,50
136,안동,2018-03-12,52
140,군산,2018-03-12,81
143,대구,2018-03-12,52
146,전주,2018-03-12,77
152,울산,2018-03-12,46
156,광주,2018-03-12,68
160,부산(레),2018-03-12,72
169,흑산도,2018-03-12,42
185,고산,2018-03-12,32
192,진주,2018-03-12,49
201,강화,2018-03-12,88
229,북격렬비도 *,2018-03-12,38
232,천안,2018-03-12,98
268,진도군,2018-03-12,51
273,문경,2018-03-12,58
501,연평도,2018-03-12,57
90,속초,2018-03-13,35
93,북춘천,2018-03-13,60
94,광덕산,2018-03-13,30
100,대관령,2018-03-13,29
102,백령도,2018-03-13,25
108,서울,2018-03-13,46
115,울릉도독도(감),2018-03-13,22
116,관악산,2018-03-13,23
119,수원,2018-03-13,58
121,영월,2018-03-13,53
130,울진,2018-03-13,31
132,안면도(감),2018-03-13,21
135,추풍령,2018-03-13,33
136,안동,2018-03-13,44
140,군산,2018-03-13,33
143,대구,2018-03-13,43
146,전주,2018-03-13,30
152,울산,2018-03-13,29
156,광주,2018-03-13,33
160,부산(레),2018-03-13,
169,흑산도,2018-03-13,15
185,고산,2018-03-13,16
192,진주,2018-03-13,27
201,강화,2018-03-13,52
229,북격렬비도 *,2018-03-13,20
232,천안,2018-03-13,52
268,진도군,2018-03-13,19
273,문경,2018-03-13,33
501,연평도,2018-03-13,35
90,속초,2018-03-14,28
93,북춘천,2018-03-14,34
94,광덕산,2018-03-14,15
100,대관령,2018-03-14,20
102,백령도,2018-03-14,12
108,서울,2018-03-14,26
115,울릉도독도(감),2018-03-14,18
116,관악산,2018-03-14,15
119,수원,2018-03-14,27
121,영월,2018-03-14,33
130,울진,2018-03-14,24
132,안면도(감),2018-03-14,16
135,추풍령,2018-03-14,21
136,안동,2018-03-14,30
140,군산,2018-03-14,23
143,대구,2018-03-14,
146,전주,2018-03-14,26
152,울산,2018-03-14,22
156,광주,2018-03-14,23
160,부산(레),2018-03-14,
169,흑산도,2018-03-14,17
185,고산,2018-03-14,
192,진주,2018-03-14,
201,강화,2018-03-14,23
229,북격렬비도 *,2018-03-14,16
232,천안,2018-03-14,34
268,진도군,2018-03-14,19
273,문경,2018-03-14,23
501,연평도,2018-03-14,24
90,속초,2018-03-15,16
93,북춘천,2018-03-15,17
94,광덕산,2018-03-15,7
100,대관령,2018-03-15,
102,백령도,2018-03-15,20
108,서울,2018-03-15,14
115,울릉도독도(감),2018-03-15,15
116,관악산,2018-03-15,
119,수원,2018-03-15,17
121,영월,2018-03-15,24
130,울진,2018-03-15,23
132,안면도(감),2018-03-15,19
135,추풍령,2018-03-15,32
136,안동,2018-03-15,26
140,군산,2018-03-15,18
143,대구,2018-03-15,21
146,전주,2018-03-15,15
152,울산,2018-03-15,19
156,광주,2018-03-15,16
160,부산(레),2018-03-15,19
169,흑산도,2018-03-15,13
185,고산,2018-03-15,
192,진주,2018-03-15,14
201,강화,2018-03-15,19
229,북격렬비도 *,2018-03-15,22
232,천안,2018-03-15,24
268,진도군,2018-03-15,16
273,문경,2018-03-15,24
501,연평도,2018-03-15,21
90,속초,2018-03-16,32
93,북춘천,2018-03-16,13
94,광덕산,2018-03-16,
100,대관령,2018-03-16,13
102,백령도,2018-03-16,24
108,서울,2018-03-16,
115,울릉도독도(감),2018-03-16,16
116,관악산,2018-03-16,
119,수원,2018-03-16,
121,영월,2018-03-16,12
130,울진,2018-03-16,
132,안면도(감),2018-03-16,21
135,추풍령,2018-03-16,14
136,안동,2018-03-16,15
140,군산,2018-03-16,20
143,대구,2018-03-16,17
146,전주,2018-03-16,17
152,울산,2018-03-16,
156,광주,2018-03-16,21
160,부산(레),2018-03-16,
169,흑산도,2018-03-16,27
185,고산,2018-03-16,
192,진주,2018-03-16,
201,강화,2018-03-16,15
229,북격렬비도 *,2018-03-16,22
232,천안,2018-03-16,20
268,진도군,2018-03-16,31
273,문경,2018-03-16,16
501,연평도,2018-03-16,23
90,속초,2018-03-17,22
93,북춘천,2018-03-17,23
94,광덕산,2018-03-17,25
100,대관령,2018-03-17,13
102,백령도,2018-03-17,22
108,서울,2018-03-17,28
115,울릉도독도(감),2018-03-17,8
116,관악산,2018-03-17,25
119,수원,2018-03-17,28
121,영월,2018-03-17,18
130,울진,2018-03-17,16
132,안면도(감),2018-03-17,23
135,추풍령,2018-03-17,23
136,안동,2018-03-17,20
140,군산,2018-03-17,24
143,대구,2018-03-17,26
146,전주,2018-03-17,26
152,울산,2018-03-17,16
156,광주,2018-03-17,23
160,부산(레),2018-03-17,28
169,흑산도,2018-03-17,20
185,고산,2018-03-17,
192,진주,2018-03-17,19
201,강화,2018-03-17,30
229,북격렬비도 *,2018-03-17,24
232,천안,2018-03-17,29
268,진도군,2018-03-17,20
273,문경,2018-03-17,17
501,연평도,2018-03-17,27
90,속초,2018-03-18,23
93,북춘천,2018-03-18,35
94,광덕산,2018-03-18,24
100,대관령,2018-03-18,19
102,백령도,2018-03-18,26
108,서울,2018-03-18,41
115,울릉도독도(감),2018-03-18,14
116,관악산,2018-03-18,43
119,수원,2018-03-18,46
121,영월,2018-03-18,26
130,울진,2018-03-18,18
132,안면도(감),2018-03-18,39
135,추풍령,2018-03-18,33
136,안동,2018-03-18,26
140,군산,2018-03-18,32
143,대구,2018-03-18,32
146,전주,2018-03-18,31
152,울산,2018-03-18,28
156,광주,2018-03-18,26
160,부산(레),2018-03-18,31
169,흑산도,2018-03-18,16
185,고산,2018-03-18,21
192,진주,2018-03-18,19
201,강화,2018-03-18,48
229,북격렬비도 *,2018-03-18,22
232,천안,2018-03-18,45
268,진도군,2018-03-18,22
273,문경,2018-03-18,23
501,연평도,2018-03-18,33
90,속초,2018-03-19,24
93,북춘천,2018-03-19,18
94,광덕산,2018-03-19,18
100,대관령,2018-03-19,14
102,백령도,2018-03-19,39
108,서울,2018-03-19,19
115,울릉도독도(감),2018-03-19,16
116,관악산,2018-03-19,19
119,수원,2018-03-19,17
121,영월,2018-03-19,
130,울진,2018-03-19,20
132,안면도(감),2018-03-19,29
135,추풍령,2018-03-19,
136,안동,2018-03-19,
140,군산,2018-03-19,
143,대구,2018-03-19,
146,전주,2018-03-19,11
152,울산,2018-03-19,
156,광주,2018-03-19,
160,부산(레),2018-03-19,
169,흑산도,2018-03-19,19
185,고산,2018-03-19,
192,진주,2018-03-19,
201,강화,2018-03-19,
229,북격렬비도 *,2018-03-19,33
232,천안,2018-03-19,14
268,진도군,2018-03-19,11
273,문경,2018-03-19,14
501,연평도,2018-03-19,28
90,속초,2018-03-20,29
93,북춘천,2018-03-20,14
94,광덕산,2018-03-20,15
100,대관령,2018-03-20,14
102,백령도,2018-03-20,
108,서울,2018-03-20,15
115,울릉도독도(감),2018-03-20,13
116,관악산,2018-03-20,13
119,수원,2018-03-20,16
121,영월,2018-03-20,16
130,울진,2018-03-20,22
132,안면도(감),2018-03-20,15
135,추풍령,2018-03-20,11
136,안동,2018-03-20,15
140,군산,2018-03-20,13
143,대구,2018-03-20,17
146,전주,2018-03-20,13
152,울산,2018-03-20,18
156,광주,2018-03-20,12
160,부산(레),2018-03-20,25
169,흑산도,2018-03-20,9
185,고산,2018-03-20,
192,진주,2018-03-20,15
201,강화,2018-03-20,17
229,북격렬비도 *,2018-03-20,22
232,천안,2018-03-20,17
268,진도군,2018-03-20,14
273,문경,2018-03-20,15
501,연평도,2018-03-20,23
90,속초,2018-03-21,29
93,북춘천,2018-03-21,12
94,광덕산,2018-03-21,11
100,대관령,2018-03-21,
102,백령도,2018-03-21,16
108,서울,2018-03-21,14
115,울릉도독도(감),2018-03-21,12
116,관악산,2018-03-21,10
119,수원,2018-03-21,12
121,영월,2018-03-21,
130,울진,2018-03-21,13
132,안면도(감),2018-03-21,14
135,추풍령,2018-03-21,8
136,안동,2018-03-21,9
140,군산,2018-03-21,8
143,대구,2018-03-21,7
146,전주,2018-03-21,
152,울산,2018-03-21,
156,광주,2018-03-21,
160,부산(레),2018-03-21,
169,흑산도,2018-03-21,
185,고산,2018-03-21,
192,진주,2018-03-21,
201,강화,2018-03-21,14
229,북격렬비도 *,2018-03-21,16
232,천안,2018-03-21,12
268,진도군,2018-03-21,
273,문경,2018-03-21,10
501,연평도,2018-03-21,13
90,속초,2018-03-22,19
93,북춘천,2018-03-22,26
94,광덕산,2018-03-22,37
100,대관령,2018-03-22,13
102,백령도,2018-03-22,40
108,서울,2018-03-22,38
115,울릉도독도(감),2018-03-22,10
116,관악산,2018-03-22,33
119,수원,2018-03-22,35
121,영월,2018-03-22,21
130,울진,2018-03-22,18
132,안면도(감),2018-03-22,
135,추풍령,2018-03-22,19
136,안동,2018-03-22,20
140,군산,2018-03-22,27
143,대구,2018-03-22,20
146,전주,2018-03-22,23
152,울산,2018-03-22,12
156,광주,2018-03-22,17
160,부산(레),2018-03-22,20
169,흑산도,2018-03-22,14
185,고산,2018-03-22,
192,진주,2018-03-22,14
201,강화,2018-03-22,37
229,북격렬비도 *,2018-03-22,33
232,천안,2018-03-22,36
268,진도군,2018-03-22,14
273,문경,2018-03-22,23
501,연평도,2018-03-22,
90,속초,2018-03-23,35
93,북춘천,2018-03-23,52
94,광덕산,2018-03-23,57
100,대관령,2018-03-23,36
102,백령도,2018-03-23,48
108,서울,2018-03-23,51
115,울릉도독도(감),2018-03-23,10
116,관악산,2018-03-23,45
119,수원,2018-03-23,53
121,영월,2018-03-23,42
130,울진,2018-03-23,28
132,안면도(감),2018-03-23,44
135,추풍령,2018-03-23,30
136,안동,2018-03-23,39
140,군산,2018-03-23,47
143,대구,2018-03-23,37
146,전주,2018-03-23,42
152,울산,2018-03-23,30
156,광주,2018-03-23,33
160,부산(레),2018-03-23,38
169,흑산도,2018-03-23,32
185,고산,2018-03-23,32
192,진주,2018-03-23,25
201,강화,2018-03-23,59
229,북격렬비도 *,2018-03-23,39
232,천안,2018-03-23,54
268,진도군,2018-03-23,30
273,문경,2018-03-23,38
501,연평도,2018-03-23,43
90,속초,2018-03-24,51
93,북춘천,2018-03-24,69
94,광덕산,2018-03-24,75
100,대관령,2018-03-24,58
102,백령도,2018-03-24,76
108,서울,2018-03-24,86
115,울릉도독도(감),2018-03-24,27
116,관악산,2018-03-24,79
119,수원,2018-03-24,83
121,영월,2018-03-24,68
130,울진,2018-03-24,49
132,안면도(감),2018-03-24,55
135,추풍령,2018-03-24,54
136,안동,2018-03-24,62
140,군산,2018-03-24,60
143,대구,2018-03-24,60
146,전주,2018-03-24,57
152,울산,2018-03-24,48
156,광주,2018-03-24,61
160,부산(레),2018-03-24,74
169,흑산도,2018-03-24,47
185,고산,2018-03-24,69
192,진주,2018-03-24,48
201,강화,2018-03-24,86
229,북격렬비도 *,2018-03-24,49
232,천안,2018-03-24,81
268,진도군,2018-03-24,58
273,문경,2018-03-24,63
501,연평도,2018-03-24,58
90,속초,2018-03-25,39
93,북춘천,2018-03-25,69
94,광덕산,2018-03-25,46
100,대관령,2018-03-25,44
102,백령도,2018-03-25,34
115,울릉도독도(감),2018-03-25,22
116,관악산,2018-03-25,57
119,수원,2018-03-25,105
121,영월,2018-03-25,65
130,울진,2018-03-25,36
132,안면도(감),2018-03-25,38
135,추풍령,2018-03-25,48
136,안동,2018-03-25,55
140,군산,2018-03-25,71
143,대구,2018-03-25,50
146,전주,2018-03-25,70
152,울산,2018-03-25,40
156,광주,2018-03-25,78
160,부산(레),2018-03-25,78
169,흑산도,2018-03-25,17
185,고산,2018-03-25,53
192,진주,2018-03-25,59
201,강화,2018-03-25,99
229,북격렬비도 *,2018-03-25,20
232,천안,2018-03-25,83
268,진도군,2018-03-25,38
273,문경,2018-03-25,45
501,연평도,2018-03-25,39
90,속초,2018-03-26,52
93,북춘천,2018-03-26,71
94,광덕산,2018-03-26,66
100,대관령,2018-03-26,49
102,백령도,2018-03-26,13
108,서울,2018-03-26,
115,울릉도독도(감),2018-03-26,26
116,관악산,2018-03-26,58
119,수원,2018-03-26,69
121,영월,2018-03-26,58
130,울진,2018-03-26,42
132,안면도(감),2018-03-26,32
135,추풍령,2018-03-26,42
136,안동,2018-03-26,48
140,군산,2018-03-26,46
143,대구,2018-03-26,42
146,전주,2018-03-26,59
152,울산,2018-03-26,46
156,광주,2018-03-26,61
160,부산(레),2018-03-26,
169,흑산도,2018-03-26,18
185,고산,2018-03-26,64
192,진주,2018-03-26,40
201,강화,2018-03-26,52
229,북격렬비도 *,2018-03-26,17
232,천안,2018-03-26,62
268,진도군,2018-03-26,48
273,문경,2018-03-26,45
501,연평도,2018-03-26,20
90,속초,2018-03-27,53
93,북춘천,2018-03-27,74
94,광덕산,2018-03-27,72
100,대관령,2018-03-27,60
102,백령도,2018-03-27,36
108,서울,2018-03-27,76
115,울릉도독도(감),2018-03-27,38
116,관악산,2018-03-27,58
119,수원,2018-03-27,80
121,영월,2018-03-27,64
130,울진,2018-03-27,51
132,안면도(감),2018-03-27,55
135,추풍령,2018-03-27,46
136,안동,2018-03-27,58
140,군산,2018-03-27,61
143,대구,2018-03-27,58
146,전주,2018-03-27,53
152,울산,2018-03-27,50
156,광주,2018-03-27,61
160,부산(레),2018-03-27,
169,흑산도,2018-03-27,28
185,고산,2018-03-27,52
192,진주,2018-03-27,46
201,강화,2018-03-27,73
229,북격렬비도 *,2018-03-27,42
232,천안,2018-03-27,69
268,진도군,2018-03-27,
273,문경,2018-03-27,59
501,연평도,2018-03-27,45
90,속초,2018-03-28,45
93,북춘천,2018-03-28,51
94,광덕산,2018-03-28,37
100,대관령,2018-03-28,45
102,백령도,2018-03-28,35
108,서울,2018-03-28,41
115,울릉도독도(감),2018-03-28,49
116,관악산,2018-03-28,31
119,수원,2018-03-28,45
121,영월,2018-03-28,46
130,울진,2018-03-28,49
132,안면도(감),2018-03-28,37
135,추풍령,2018-03-28,34
136,안동,2018-03-28,42
140,군산,2018-03-28,44
143,대구,2018-03-28,48
146,전주,2018-03-28,46
152,울산,2018-03-28,49
156,광주,2018-03-28,45
160,부산(레),2018-03-28,
169,흑산도,2018-03-28,12
185,고산,2018-03-28,37
192,진주,2018-03-28,42
201,강화,2018-03-28,42
229,북격렬비도 *,2018-03-28,19
232,천안,2018-03-28,46
268,진도군,2018-03-28,32
273,문경,2018-03-28,39
501,연평도,2018-03-28,45
90,속초,2018-03-29,41
93,북춘천,2018-03-29,49
94,광덕산,2018-03-29,42
100,대관령,2018-03-29,39
102,백령도,2018-03-29,28
108,서울,2018-03-29,53
115,울릉도독도(감),2018-03-29,25
116,관악산,2018-03-29,36
119,수원,2018-03-29,53
121,영월,2018-03-29,37
130,울진,2018-03-29,36
132,안면도(감),2018-03-29,35
135,추풍령,2018-03-29,30
136,안동,2018-03-29,30
140,군산,2018-03-29,35
143,대구,2018-03-29,39
146,전주,2018-03-29,36
152,울산,2018-03-29,37
156,광주,2018-03-29,35
160,부산(레),2018-03-29,52
169,흑산도,2018-03-29,10
185,고산,2018-03-29,41
192,진주,2018-03-29,35
201,강화,2018-03-29,49
229,북격렬비도 *,2018-03-29,20
232,천안,2018-03-29,48
268,진도군,2018-03-29,29
273,문경,2018-03-29,31
501,연평도,2018-03-29,29
90,속초,2018-03-30,26
93,북춘천,2018-03-30,46
94,광덕산,2018-03-30,53
100,대관령,2018-03-30,30
102,백령도,2018-03-30,45
108,서울,2018-03-30,53
115,울릉도독도(감),2018-03-30,11
116,관악산,2018-03-30,45
119,수원,2018-03-30,50
121,영월,2018-03-30,43
130,울진,2018-03-30,21
132,안면도(감),2018-03-30,26
135,추풍령,2018-03-30,33
136,안동,2018-03-30,27
140,군산,2018-03-30,39
143,대구,2018-03-30,28
146,전주,2018-03-30,45
152,울산,2018-03-30,26
156,광주,2018-03-30,44
160,부산(레),2018-03-30,37
169,흑산도,2018-03-30,21
185,고산,2018-03-30,40
192,진주,2018-03-30,39
201,강화,2018-03-30,59
229,북격렬비도 *,2018-03-30,37
232,천안,2018-03-30,51
268,진도군,2018-03-30,34
273,문경,2018-03-30,33
501,연평도,2018-03-30,43
90,속초,2018-03-31,49
93,북춘천,2018-03-31,54
94,광덕산,2018-03-31,44
100,대관령,2018-03-31,62
102,백령도,2018-03-31,18
108,서울,2018-03-31,48
115,울릉도독도(감),2018-03-31,16
116,관악산,2018-03-31,40
119,수원,2018-03-31,48
121,영월,2018-03-31,55
130,울진,2018-03-31,44
132,안면도(감),2018-03-31,51
135,추풍령,2018-03-31,46
136,안동,2018-03-31,48
140,군산,2018-03-31,50
143,대구,2018-03-31,46
146,전주,2018-03-31,55
152,울산,2018-03-31,41
156,광주,2018-03-31,52
160,부산(레),2018-03-31,53
169,흑산도,2018-03-31,30
185,고산,2018-03-31,43
192,진주,2018-03-31,34
201,강화,2018-03-31,56
229,북격렬비도 *,2018-03-31,37
232,천안,2018-03-31,60
268,진도군,2018-03-31,39
273,문경,2018-03-31,47
501,연평도,2018-03-31,40
90,속초,2018-04-01,65
93,북춘천,2018-04-01,59
94,광덕산,2018-04-01,34
100,대관령,2018-04-01,62
102,백령도,2018-04-01,13
108,서울,2018-04-01,60
115,울릉도독도(감),2018-04-01,52
116,관악산,2018-04-01,41
119,수원,2018-04-01,72
121,영월,2018-04-01,69
130,울진,2018-04-01,65
132,안면도(감),2018-04-01,57
135,추풍령,2018-04-01,67
136,안동,2018-04-01,74
140,군산,2018-04-01,66
143,대구,2018-04-01,72
146,전주,2018-04-01,
152,울산,2018-04-01,66
156,광주,2018-04-01,70
160,부산(레),2018-04-01,63
169,흑산도,2018-04-01,33
185,고산,2018-04-01,43
192,진주,2018-04-01,52
201,강화,2018-04-01,60
229,북격렬비도 *,2018-04-01,26
232,천안,2018-04-01,80
268,진도군,2018-04-01,60
273,문경,2018-04-01,81
501,연평도,2018-04-01,41
90,속초,2018-04-02,64
93,북춘천,2018-04-02,83
94,광덕산,2018-04-02,43
100,대관령,2018-04-02,86
102,백령도,2018-04-02,15
108,서울,2018-04-02,63
115,울릉도독도(감),2018-04-02,52
116,관악산,2018-04-02,43
119,수원,2018-04-02,71
121,영월,2018-04-02,80
130,울진,2018-04-02,79
132,안면도(감),2018-04-02,43
135,추풍령,2018-04-02,49
136,안동,2018-04-02,79
140,군산,2018-04-02,60
143,대구,2018-04-02,62
146,전주,2018-04-02,57
152,울산,2018-04-02,56
156,광주,2018-04-02,52
160,부산(레),2018-04-02,
169,흑산도,2018-04-02,22
185,고산,2018-04-02,26
192,진주,2018-04-02,37
201,강화,2018-04-02,56
229,북격렬비도 *,2018-04-02,29
232,천안,2018-04-02,60
268,진도군,2018-04-02,39
273,문경,2018-04-02,75
501,연평도,2018-04-02,40
90,속초,2018-04-03,59
93,북춘천,2018-04-03,76
94,광덕산,2018-04-03,20
100,대관령,2018-04-03,69
102,백령도,2018-04-03,
108,서울,2018-04-03,59
115,울릉도독도(감),2018-04-03,35
116,관악산,2018-04-03,44
119,수원,2018-04-03,62
121,영월,2018-04-03,73
130,울진,2018-04-03,49
132,안면도(감),2018-04-03,28
135,추풍령,2018-04-03,45
136,안동,2018-04-03,63
140,군산,2018-04-03,46
143,대구,2018-04-03,41
146,전주,2018-04-03,47
152,울산,2018-04-03,36
156,광주,2018-04-03,37
160,부산(레),2018-04-03,
169,흑산도,2018-04-03,16
185,고산,2018-04-03,
192,진주,2018-04-03,28
201,강화,2018-04-03,40
229,북격렬비도 *,2018-04-03,15
232,천안,2018-04-03,68
268,진도군,2018-04-03,28
273,문경,2018-04-03,58
501,연평도,2018-04-03,27
90,속초,2018-04-04,13
