date.gs,reg_02.gs,마스크,스타킹,스테디셀러,일회용품,"계절성(여름,겨울)",00~19,20~39,40~59,60~99,F,M,temp_max,wind_max,temp_min,temp_avg,wa_avg,rain_sum,temp_range,rain
2016-07-12,3분위수,7,140,12049,441,12988,1093,17776,6221,703,15941,9852,30.5,3.1,22,25.7,1.2,1.7,8.5,Y
2016-07-12,4분위수,63,259,32637,1237,31914,2172,45219,17564,1631,38026,28560,31.1,3.6,22.2,26.2,1.5,2.9,8.9,Y
2016-07-13,1분위수,7,84,9455,421,9987,770,13338,5432,505,10517,9528,29.7,3.8,23.1,26.2,1.8,0.6,6.6,Y
2016-07-13,2분위수,7,168,12425,631,14279,960,19271,6654,744,18107,9522,30.1,2.9,22.4,26.2,1.3,0,7.7,N
2016-07-13,3분위수,0,91,11832,428,13577,1016,17207,7166,637,15958,10068,29.6,3.2,21.4,25.7,1.3,0,8.2,N
2016-07-13,4분위수,63,287,31786,1377,34475,1944,49381,15601,1405,39015,29316,30.2,3.3,23,26.2,1.6,0,7.3,N
2016-07-14,1분위수,0,56,9304,315,12160,896,13824,6596,526,11354,10488,32.1,3.6,23.6,27.4,1.8,2.2,8.5,Y
2016-07-14,2분위수,14,133,12860,709,12905,1072,18217,6863,490,16227,10415,31.9,3.6,23.6,27.1,1.6,0.7,8.4,Y
2016-07-14,3분위수,21,119,11389,463,12649,973,16939,5977,808,15277,9420,31.6,3.4,23,26.7,1.4,3.9,8.6,Y
2016-07-14,4분위수,42,273,32758,1245,35935,1761,49033,18053,1504,40591,29760,32.2,3.2,24,27.5,1.6,0,8.3,N
2016-07-15,1분위수,35,112,11116,343,11112,623,14854,7671,448,13331,10265,29.3,4.2,23.1,26,1.9,1.6,6.2,Y
2016-07-15,2분위수,35,133,15063,709,14427,1058,21812,8154,822,19744,12102,29,4.1,22.9,25.7,2,1.3,6,Y
2016-07-15,3분위수,7,98,13329,400,11378,1036,17910,6872,357,16698,9477,28.7,3.7,21.8,25.3,1.6,1.4,7,Y
2016-07-15,4분위수,35,308,34237,1364,34149,2446,51559,18082,1711,43988,29810,29.3,3.8,23.2,26.2,1.8,1.7,6.1,Y
2016-07-16,1분위수,14,63,11269,168,7207,785,12806,5348,371,10426,8884,23.3,4.5,19.7,20.9,2.4,47.8,3.6,Y
2016-07-16,2분위수,21,112,17500,519,11042,1265,21304,6694,519,17952,11830,23.1,5,19.5,20.6,2.9,44.2,3.6,Y
2016-07-16,3분위수,14,84,16706,464,11423,1185,19749,7433,871,17482,11756,22.5,4.2,19.4,20.7,2.3,41.1,3.1,Y
2016-07-16,4분위수,70,308,38732,1265,26067,1788,51741,14763,1142,42264,27170,23.5,4.6,19.8,21.2,2.4,43.4,3.6,Y
2016-07-17,1분위수,21,56,8754,295,7814,819,11328,4499,322,9694,7274,23.4,5.4,20.5,21.7,2.4,3.1,3,Y
2016-07-17,2분위수,28,98,14038,462,11990,1178,18559,6578,385,16708,9992,23.7,4.3,20.2,21.6,1.8,2.2,3.5,Y
2016-07-17,3분위수,7,84,15139,336,11502,953,19097,6344,758,16139,11013,23.4,4.1,20.2,21.6,1.6,2.8,3.2,Y
2016-07-17,4분위수,91,231,32550,1405,27459,1717,44587,14167,1461,36919,25013,24.1,4.1,20.6,21.9,1.8,1.9,3.5,Y
2016-07-18,1분위수,21,42,9132,357,8676,879,11977,4966,420,10643,7599,28,3.2,20.5,24.1,1.3,0,7.6,N
2016-07-18,2분위수,7,105,12570,653,11623,1129,17695,5756,392,15764,9208,28.5,2.7,20,23.8,1,0,8.5,N
2016-07-18,3분위수,7,77,11672,441,11427,1137,15666,6042,793,14733,8905,27.9,2.8,19.9,23.5,1,0.3,8,Y
2016-07-18,4분위수,56,231,28989,1307,27562,1755,40098,14924,1368,33901,24244,28.6,3,20.6,24.2,1.2,0,8,N
2016-07-19,1분위수,35,70,9306,343,13105,871,13721,7627,640,13318,9541,32.8,3,21,26.9,1.1,0,11.8,N
2016-07-19,2분위수,28,119,12838,527,14273,805,19488,7001,505,16892,10907,32.5,3.1,20.7,26.5,1.4,0,11.8,N
2016-07-19,3분위수,7,84,11380,364,12861,1247,16050,7056,364,15753,8964,32.1,2.6,19.8,25.9,1.1,0,12.3,N
2016-07-19,4분위수,35,287,31174,1335,34670,1871,47122,16971,1551,40225,27290,33,2.9,21.3,27,1.2,0,11.7,N
2016-07-20,1분위수,14,70,9173,315,13102,630,14798,6622,645,13214,9481,33.4,3.3,23.8,28.6,1.5,0,9.5,N
2016-07-20,2분위수,28,77,14173,569,15218,1263,20018,8343,807,19097,11334,33.4,4.2,23.6,28,1.6,3.4,9.7,Y
2016-07-20,3분위수,14,105,12659,442,15240,1050,19734,7298,448,16206,12324,32.9,2.8,22.6,27.6,1.2,0,10.3,N
2016-07-20,4분위수,49,238,32012,1363,36949,2177,49170,18002,1627,41024,29952,33.6,3.3,24.1,28.5,1.5,0.6,9.5,Y
2016-07-21,1분위수,14,119,10191,309,12812,876,16022,6260,287,13386,10059,32.2,3.3,24.9,28.1,1.6,0,7.3,N
2016-07-21,2분위수,56,84,13326,688,14403,896,19782,7192,694,18141,10423,32.1,3.3,24.5,27.7,1.6,0,7.6,N
2016-07-21,3분위수,35,112,12150,378,13243,946,17119,7341,519,16301,9624,31.8,2.8,23.8,27.1,1.3,0,8,N
2016-07-21,4분위수,70,238,31460,1364,35741,1625,49194,16440,1635,39617,29277,32.3,3.2,25,28.2,1.7,0,7.3,N
2016-07-22,1분위수,14,91,11317,471,13771,925,17164,7302,280,15623,10048,34,3.5,25.4,29.1,1.6,0,8.5,N
2016-07-22,2분위수,21,98,14425,899,17847,1325,22609,8894,504,20018,13314,34.1,3.4,25.4,29,1.6,0,8.7,N
2016-07-22,3분위수,42,63,13390,526,13974,798,18077,8439,688,17073,10929,33.4,3.1,24.2,28.5,1.3,0,9.2,N
2016-07-22,4분위수,70,281,33301,1499,42872,2085,53487,21082,1509,44820,33343,34.3,3.4,25.7,29.2,1.6,0,8.5,N
2016-07-23,1분위수,0,70,9971,350,12050,842,15527,6342,364,13358,9717,31.5,3.8,26.9,28.7,1.6,0.6,4.6,Y
2016-07-23,2분위수,21,91,15440,611,18317,1029,24262,8675,1294,21299,13961,31.8,3.6,26.2,28.4,1.5,0.5,5.5,Y
2016-07-23,3분위수,7,35,14439,413,15254,1130,20056,8540,856,19498,11084,31.2,3.1,25.8,28,1.2,0.8,5.4,Y
2016-07-23,4분위수,35,161,34314,1484,40921,2262,55578,19298,1438,45917,32659,32.2,3.3,26.9,29,1.5,0.1,5.4,Y
2016-07-24,1분위수,21,14,10151,351,11966,1173,14655,6837,400,13256,9809,30.1,3.2,26.4,28,1.6,2.2,3.7,Y
2016-07-24,2분위수,35,63,14692,479,15521,1106,21980,7718,651,18983,12472,30.2,2.8,26.1,27.7,1.1,0.7,4.1,Y
2016-07-24,3분위수,35,84,15295,434,16506,1206,21049,10036,624,20112,12803,29.7,2.5,25.5,27.4,1,1.8,4.1,Y
2016-07-24,4분위수,21,252,33005,1235,37887,2463,51843,17716,1586,44286,29322,30.6,2.8,27,28.4,1.3,0.5,3.6,Y
2016-07-25,1분위수,21,105,7634,450,11859,876,13325,5285,590,11227,8849,32.1,3.8,26.1,28.4,1.7,0,6,N
2016-07-25,2분위수,0,77,12283,569,14465,1436,18714,6634,624,17180,10228,32.2,2.7,25.9,28.2,1.1,0,6.4,N
2016-07-25,3분위수,35,56,11726,371,14896,1157,17846,7520,561,16630,10454,31.7,3,25.6,27.9,1.2,0,6.1,N
2016-07-25,4분위수,91,294,28243,1406,35564,2193,44763,17202,1454,37372,28240,32.4,3.2,26.2,28.6,1.4,0,6.2,N
2016-07-26,1분위수,7,49,8662,386,12267,1025,14022,5911,413,12142,9229,31.9,4.9,25.1,28.2,2.2,0,6.8,N
2016-07-26,2분위수,14,126,12627,653,15559,1135,19710,7532,609,17514,11472,32.5,3.8,24.9,28.2,1.7,0,7.6,N
2016-07-26,3분위수,21,84,11254,379,12445,982,16083,6206,912,14611,9572,31.8,3.9,24,27.7,1.7,0,7.8,N
2016-07-26,4분위수,56,322,30730,1498,37511,1915,48469,18316,1459,41497,28662,32.4,3.9,25.4,28.4,1.8,0,7,N
2016-07-27,1분위수,0,77,10062,288,11808,828,15211,6457,301,12484,10313,29.3,5.6,26.5,27.7,2.9,0.2,2.8,Y
2016-07-27,2분위수,0,105,13425,597,13731,1113,20193,6709,462,18931,9546,29.4,4.3,26,27.5,2.2,0.2,3.3,Y
2016-07-27,3분위수,7,70,12370,456,11600,1134,16563,6884,539,15172,9948,29.1,4,25.7,27.4,1.9,0.3,3.4,Y
2016-07-27,4분위수,70,302,31727,1456,33822,1949,48481,17358,1241,39815,29214,29.7,3.9,26.4,27.9,2.2,0.1,3.3,Y
2016-07-28,1분위수,21,70,9458,386,12200,820,14611,6143,575,12241,9908,30.9,5.2,26.2,28.1,2.5,0,4.7,N
2016-07-28,2분위수,70,161,13553,625,15860,1008,21075,7654,560,18093,12204,31.6,4.2,25.6,27.9,1.8,0.7,5.9,Y
2016-07-28,3분위수,14,77,13785,322,13263,694,18819,7162,814,17141,10348,30.8,4.1,25.1,27.6,1.8,0.8,5.7,Y
2016-07-28,4분위수,70,336,32270,1392,36440,2132,48488,18322,1629,41229,29342,31.2,4.1,25.8,28.1,2,1.4,5.5,Y
2016-07-29,1분위수,0,42,10628,378,9878,758,14702,5684,624,12703,9065,28.8,3.8,23.2,26.3,1.3,42.7,5.6,Y
2016-07-29,2분위수,70,98,14986,604,12308,1072,20005,7264,1187,17772,11756,28.9,4.1,22.8,26,1.4,46,6.1,Y
2016-07-29,3분위수,0,112,13200,449,11422,967,17816,6606,983,15607,10765,28.7,3.2,22.6,25.6,1,40.6,6.1,Y
2016-07-29,4분위수,84,224,36205,1427,32014,1834,53154,17592,1487,44360,29707,29.2,3.6,23.2,26.5,1.5,37.5,6,Y
2016-07-30,1분위수,21,56,9344,315,12733,771,14361,6867,561,13035,9525,33,3.7,26.2,28.7,1.7,2.8,6.8,Y
2016-07-30,2분위수,155,77,14786,618,19016,1352,23839,8753,897,20875,13966,33.4,3.2,26,28.5,1.3,1.2,7.3,Y
2016-07-30,3분위수,14,42,14609,561,15387,994,20731,8079,900,17985,12719,32.7,2.7,25.4,28.2,1.2,1.8,7.4,Y
2016-07-30,4분위수,63,252,33601,1446,38784,2247,52911,17778,1728,44587,30077,33.6,3.1,26.5,28.9,1.5,1.3,7,Y
2016-07-31,1분위수,14,42,9368,371,11789,862,14301,6281,266,12316,9394,33.1,4.7,26.2,28.9,1.5,0.9,6.9,Y
2016-07-31,2분위수,77,119,13700,660,16031,1227,21009,7777,757,18665,12105,33.7,3.9,25.8,28.8,1.3,1.2,7.8,Y
2016-07-31,3분위수,42,105,14061,364,15534,1165,20169,8282,511,18375,11752,33,3.6,25.2,28.4,1.1,0.5,7.8,Y
2016-07-31,4분위수,35,189,32094,1242,39208,2008,51798,17515,1770,42495,30596,33.6,4,26.2,29,1.3,0.9,7.4,Y
2016-08-01,1분위수,7,28,8378,428,10955,778,13030,5665,344,10634,9183,32.6,4.3,25.5,28.2,1.4,1.5,7.2,Y
2016-08-01,2분위수,77,112,12380,569,15994,1262,19457,7529,891,18576,10563,32.6,3.3,25.1,28,1.2,0,7.5,N
2016-08-01,3분위수,21,56,11727,407,13508,987,17474,6442,837,16054,9686,32.2,3.4,24.5,27.4,1.1,1.2,7.6,Y
2016-08-01,4분위수,35,224,26817,1370,34259,1943,42820,16200,1847,37628,25182,32.7,3.4,25.6,28.2,1.3,0.4,7,Y
2016-08-02,1분위수,0,56,8946,294,10962,828,13921,5967,378,12280,8814,31.6,5.3,24.2,27.1,1.1,5.6,7.5,Y
2016-08-02,2분위수,21,105,13393,591,13412,1149,20313,7061,574,18229,10868,31.6,3.8,23.4,26.8,1.1,7.7,8.2,Y
2016-08-02,3분위수,28,42,12424,386,11870,1093,17030,6889,730,15463,10279,31.3,4.1,23.8,26.6,1,5.7,7.5,Y
2016-08-02,4분위수,21,225,31859,1420,32346,2139,48880,17357,1248,42013,27611,32.1,4.2,23.6,27.1,1,13.1,8.5,Y
2016-08-03,1분위수,21,63,9075,266,12626,827,14590,6312,350,12800,9279,34,3.4,24.2,29.1,1.3,0,9.9,N
2016-08-03,2분위수,127,70,13785,758,16088,1008,21365,7867,609,19460,11389,34.1,2.8,24,28.8,1.2,0,10.1,N
2016-08-03,3분위수,7,63,11522,386,13859,1207,16987,6949,701,15941,9903,33.6,2.5,23.2,28.4,1.1,0,10.5,N
2016-08-03,4분위수,70,302,31146,1504,40550,2020,48733,21212,1677,42460,31182,34.6,2.8,24.6,29.3,1.2,0,10,N
2016-08-04,1분위수,7,112,9340,441,13619,793,14707,7366,653,13189,10330,36.1,3.1,26.1,30.6,1.3,0,10,N
2016-08-04,2분위수,35,98,12194,618,17966,1044,21801,7406,660,18221,12690,35.7,3.1,25.6,30.2,1.3,0,10.1,N
2016-08-04,3분위수,7,63,12215,400,15111,1066,18263,7780,687,16917,10879,35.3,2.7,24.8,29.6,1.1,0,10.5,N
2016-08-04,4분위수,35,288,30793,1343,42162,1829,52111,18643,2052,42976,31659,36.1,2.6,26.1,30.7,1.2,0,9.9,N
2016-08-05,1분위수,21,14,9798,315,14948,820,17172,6670,434,14237,10859,36.4,3.2,26.4,31.1,1.4,0,10,N
2016-08-05,2분위수,14,133,13643,561,19847,1333,23451,8741,680,20999,13206,36.2,3.3,26.2,30.7,1.3,0,10,N
2016-08-05,3분위수,7,28,12479,497,16364,960,19586,7761,1068,17967,11408,36,2.6,25,30,1.1,0,11,N
2016-08-05,4분위수,35,182,33074,1392,44169,2131,55364,19601,1798,46759,32135,36.8,2.7,26.8,31.3,1.2,0,10.1,N
2016-08-06,1분위수,14,63,9554,273,13659,743,15870,6389,582,13632,9952,34.9,3.7,26.7,30.7,1.5,0,8.2,N
2016-08-06,2분위수,56,91,14791,667,19608,1170,24906,8541,638,21388,13867,34.8,3.3,26.4,30.1,1.2,2.2,8.5,Y
2016-08-06,3분위수,14,77,13810,541,17393,1031,21837,8412,618,18888,13010,34.8,3.4,25.3,29.8,1.2,0,9.5,N
2016-08-06,4분위수,49,140,32866,1421,46716,2664,57225,19231,2149,48644,32625,35.2,3,27,30.9,1.3,0,8.1,N
2016-08-07,1분위수,0,28,8782,266,13630,757,14445,7047,457,13052,9654,35,3.8,27.2,30.6,1.7,0,7.8,N
2016-08-07,2분위수,7,105,13101,575,16509,1008,20548,7767,974,18244,12053,35.2,3,26.4,30.3,1.3,0,8.8,N
2016-08-07,3분위수,7,14,13995,435,18238,1243,21678,9404,371,19941,12755,35,3.6,25.9,30,1.4,0,9.1,N
2016-08-07,4분위수,119,133,30202,1208,40293,2288,51344,16644,1700,42877,29099,35.4,3.2,27.2,30.7,1.5,0,8.2,N
2016-08-08,1분위수,0,91,8050,407,13963,1030,13701,7304,476,12667,9844,35.6,4.1,26.5,30.5,1.6,0,9.1,N
2016-08-08,2분위수,7,112,11976,583,15524,1262,19549,6716,794,18034,10287,35.2,3.8,25.8,30,1.5,0,9.4,N
2016-08-08,3분위수,14,49,11027,527,14816,1023,17910,6911,659,16438,10065,35,3.5,24.9,29.4,1.3,1.6,10.1,Y
2016-08-08,4분위수,98,302,27306,1518,37855,1998,47059,16196,1882,40118,27017,35.6,3.4,26.5,30.4,1.4,1,9.2,Y
2016-08-09,1분위수,14,35,8522,386,12869,870,14897,6208,427,12321,10081,33.9,3.9,26.3,29.3,1.6,2.2,7.6,Y
2016-08-09,2분위수,14,105,12564,647,18147,1219,23562,7781,667,22274,10955,33.4,3.7,25.9,28.9,1.6,6,7.5,Y
2016-08-09,3분위수,7,98,11154,456,14528,896,17507,7601,772,16742,10034,33.5,3.1,25.1,28.5,1.3,2,8.4,Y
2016-08-09,4분위수,77,232,31432,1216,35617,1909,48252,20076,1318,40751,30804,34.1,3.5,26.3,29.1,1.4,9.9,7.8,Y
2016-08-10,1분위수,7,70,9069,456,13276,862,15022,6665,329,12284,10594,34.3,4.1,26.1,29.6,1.8,0,8.2,N
2016-08-10,2분위수,211,154,12493,793,15818,1003,20699,7179,595,17600,11876,34.4,3.6,25.6,29.2,1.4,0,8.8,N
2016-08-10,3분위수,35,98,11859,463,14525,728,18089,7511,652,16907,10073,28.5,3.4,19.5,23.7,1.5,0,8.9,N
2016-08-10,4분위수,77,147,30477,1364,40035,1812,48967,19586,1798,41461,30702,29.2,3.2,20.9,24.5,1.4,0,8.2,N
2016-08-11,1분위수,14,49,8873,301,16133,919,16299,7702,450,14428,10942,36.5,4,26,30.6,1.6,0,10.5,N
2016-08-11,2분위수,14,105,12887,703,18078,1058,21765,8263,701,19836,11951,36.3,3.1,25.6,30.2,1.2,0,10.7,N
2016-08-11,3분위수,14,70,11647,357,16613,897,18891,8219,701,17546,11162,36,3.5,24.7,29.9,1.3,0,11.3,N
2016-08-11,4분위수,56,245,29855,1322,41380,2124,50303,18387,2072,42200,30686,31.3,3.5,21,25.5,1.5,0,10.4,N
2016-08-12,1분위수,7,56,9809,364,16123,987,17437,7648,287,15266,11093,35.6,4.1,26.5,30.4,1.8,0,9.2,N
2016-08-12,2분위수,70,105,13993,618,20076,1073,23376,9838,596,21312,13571,35.5,2.8,25.8,30,1.2,0,9.7,N
2016-08-12,3분위수,21,77,12253,436,16007,1150,18549,8111,984,17830,10964,35.5,3.2,24.9,29.7,1.4,0,10.6,N
2016-08-12,4분위수,77,182,31355,1441,45511,1992,55571,18845,2165,47156,31417,35.6,3.3,26.6,30.3,1.5,0,9,N
2016-08-13,1분위수,14,105,10409,337,14197,1023,15950,7767,322,13793,11269,35,4.1,27,30.2,2,0,8,N
2016-08-13,2분위수,28,119,14271,737,20310,1311,24657,8768,743,21086,14393,35.5,3.3,26.4,30,1.4,0,9.2,N
2016-08-13,3분위수,14,42,14035,561,17986,1023,22317,8700,605,19537,13108,34.9,3.5,25.5,29.6,1.6,0,9.4,N
2016-08-13,4분위수,35,154,33501,1446,41943,1955,51922,21321,1930,44730,32398,35,3.6,26.9,30.1,1.7,0,8.1,N
2016-08-14,1분위수,0,70,10045,469,13761,1051,15675,7408,442,14211,10365,31.8,3.5,27.4,28.9,1.4,3.2,4.4,Y
2016-08-14,2분위수,35,56,16180,625,17395,889,23709,9257,751,21232,13374,32.2,3.4,27,28.7,1.3,2.7,5.3,Y
2016-08-14,3분위수,7,70,16103,477,17653,1121,23038,9330,1052,21873,12668,31,3.2,26,28.1,1.1,4.3,5,Y
2016-08-14,4분위수,84,154,35563,1385,40342,2774,55620,18617,1720,47146,31585,32.4,3.5,27.4,29.3,1.5,0.9,5,Y
2016-08-15,1분위수,7,7,8684,259,12117,630,12913,7075,484,12209,8893,34.2,4.2,26.1,29.4,1.5,0,8.1,N
2016-08-15,2분위수,0,56,13060,548,17194,939,21929,7423,609,18531,12369,34.4,3.1,25.5,29,1.2,0,8.9,N
2016-08-15,3분위수,7,49,13074,428,15451,826,19002,8163,1032,17370,11653,33.9,3.3,25,28.7,1.2,0,8.9,N
2016-08-15,4분위수,21,77,28384,1018,35300,1535,45938,15903,1452,37161,27667,34.5,3.4,26.2,29.5,1.4,0,8.3,N
2016-08-16,1분위수,21,63,8255,372,12774,813,14775,5448,533,13006,8563,35.2,4.5,26.2,29.8,1.6,0.1,9,Y
2016-08-16,2분위수,7,70,11923,632,15342,924,18948,7239,947,17003,11055,35,3.7,25.6,29.3,1.3,0.1,9.3,Y
2016-08-16,3분위수,28,84,10880,484,12758,1277,15527,6086,1414,14646,9658,34.9,3.7,24.9,28.8,1.2,0.6,10,Y
2016-08-16,4분위수,42,259,26185,1456,37008,1507,44702,17395,1507,37522,27589,35.4,3.9,26,29.8,1.4,1.1,9.3,Y
2016-08-17,1분위수,7,70,8027,329,12775,827,13707,6337,337,12198,9010,34.8,3.8,25.8,30,1.5,0,9,N
2016-08-17,2분위수,21,70,12155,688,15744,1078,20388,6834,413,17808,10905,34.5,3.3,25.3,29.4,1.4,0.3,9.2,Y
2016-08-17,3분위수,42,63,10568,485,12906,938,15881,6727,539,14785,9300,34.2,3,24.1,28.8,1.2,0.1,10.1,Y
2016-08-17,4분위수,49,287,28078,1440,39302,1844,48869,16773,1698,41392,27792,35,3.2,26,30,1.3,0,9.1,N
2016-08-18,1분위수,7,63,8774,357,11420,750,13438,6033,414,11800,8835,34.2,3.2,26.4,29.7,1.3,0.2,7.8,Y
2016-08-18,2분위수,14,91,13045,653,16900,869,21303,8026,575,18976,11797,34.4,3.2,25.9,29.3,1.3,0.8,8.5,Y
2016-08-18,3분위수,28,77,12013,364,13538,1171,17660,6860,504,16014,10181,33.8,3.1,24.8,28.5,1,1.8,9,Y
2016-08-18,4분위수,63,217,30606,1398,36199,1775,48161,16694,1860,40090,28400,34.9,2.7,26.7,30,1.2,0,8.1,N
2016-08-19,1분위수,14,98,10489,336,13618,933,16764,7076,429,14714,10488,33.2,3.9,26.8,29.2,1.2,3.4,6.4,Y
2016-08-19,2분위수,14,105,14369,647,16253,1241,22189,8220,413,19867,12196,32.8,3.7,26.4,29.2,1.4,0.3,6.3,Y
2016-08-19,3분위수,42,42,12981,477,13275,1262,18370,6927,820,17376,10003,32.3,3,25.5,28.4,1,3.1,6.8,Y
2016-08-19,4분위수,49,407,32562,1477,40453,1753,52828,19166,1727,43171,32303,33.4,2.8,27.6,29.9,1.1,0,5.8,N
2016-08-20,1분위수,0,35,10038,365,13218,813,15371,7108,364,13284,10372,34.7,3.2,26.9,30.2,1.5,0,7.8,N
2016-08-20,2분위수,0,161,14703,715,20648,1282,24786,9625,541,21318,14916,34.8,3.2,27,29.9,1.7,0,7.8,N
2016-08-20,3분위수,35,63,14006,420,17406,1073,20722,9504,631,19130,12800,34.1,3.2,25.9,29.4,1.2,0,8.3,N
2016-08-20,4분위수,56,231,32388,1377,42767,2297,54972,17720,1844,46127,30706,35.8,3.2,27.5,30.5,1.5,0,8.3,N
2016-08-21,1분위수,7,70,8140,288,12246,884,13233,6340,350,11879,8928,35.9,3.6,26.7,30.5,1.6,0.3,9.2,Y
2016-08-21,2분위수,49,119,12989,498,17129,1361,21274,7701,490,18076,12750,35.9,3.1,26.8,30.1,1.6,0,9.1,N
2016-08-21,3분위수,21,77,14217,497,18458,1459,22614,8560,665,20261,13037,35.1,3.1,25.4,29.4,1.3,0.2,9.7,Y
2016-08-21,4분위수,28,133,30205,1300,39599,1910,50476,17777,1684,43305,28542,36.6,3.1,27.1,30.6,1.3,0.4,9.5,Y
2016-08-22,1분위수,28,63,8078,315,12847,827,13702,6324,527,12620,8760,35.2,4,26,30.4,1.7,0,9.2,N
2016-08-22,2분위수,35,77,12280,590,16018,1023,20343,7164,596,17809,11317,34.9,3.4,25.7,29.8,1.6,0,9.3,N
2016-08-22,3분위수,7,77,11517,527,13724,1081,17290,6519,1138,16263,9765,34.7,3.2,24.6,29.2,1.3,0,10.1,N
2016-08-22,4분위수,28,217,27037,1391,34985,1892,44906,16334,1897,39081,25948,35.1,3.5,26.2,29.9,1.4,5.6,8.9,Y
2016-08-23,1분위수,35,42,9350,273,9593,933,13089,5272,350,10864,8780,32.8,3.8,26.1,28.8,1.6,3.2,6.6,Y
2016-08-23,2분위수,0,126,12680,731,14123,1142,19985,7589,399,18240,10875,33,3.7,25.6,28.2,1.6,3.1,7.4,Y
2016-08-23,3분위수,0,42,12224,408,13013,820,17587,7063,623,16059,10034,32.7,3.3,24.8,27.7,1.3,2.6,7.9,Y
2016-08-23,4분위수,70,309,31358,1259,32772,1767,48396,15657,1369,41892,25297,33.5,3.5,26.3,29,1.5,1.4,7.2,Y
2016-08-24,1분위수,7,63,9695,259,11875,791,14830,5942,371,12519,9415,33.1,3.3,26.6,29.2,1.5,0,6.5,N
2016-08-24,2분위수,7,105,12899,709,13996,1198,19942,6022,561,16742,10981,33.1,2.8,25.8,28.6,1.2,0.1,7.2,Y
2016-08-24,3분위수,63,84,12198,350,13482,1044,17743,6963,455,15777,10428,32.5,2.7,25.1,28.2,1.2,0.1,7.4,Y
2016-08-24,4분위수,28,245,29984,1308,34794,1753,47233,15922,1486,38715,27679,33.1,2.7,26.4,29.2,1.4,0,6.7,N
2016-08-25,1분위수,7,119,9769,380,10667,518,15048,6312,371,12689,9560,32.8,4.4,24,27.4,1.6,3.6,8.9,Y
2016-08-25,2분위수,14,154,12567,697,13451,1303,20398,6994,574,18041,11228,33.1,4,23.1,27.1,1.4,4,10,Y
2016-08-25,3분위수,28,84,11923,373,12413,1085,17903,6798,546,15871,10461,32.7,3.6,22.5,26.6,1.2,5,10.2,Y
2016-08-25,4분위수,63,266,31190,1309,31729,1927,48756,17150,1450,40555,28728,33.1,4,23.8,27.7,1.5,3.7,9.3,Y
2016-08-26,1분위수,14,35,11241,280,9057,813,14444,5111,406,12333,8441,27.7,6,20,23,2.9,17,7.8,Y
2016-08-26,2분위수,28,154,15129,603,14109,1150,20310,8213,497,18078,12092,27.4,6.2,19.6,22.6,2.8,18.6,7.8,Y
2016-08-26,3분위수,49,91,13489,392,11914,988,17401,7259,441,15816,10273,22.8,5,13.5,17.8,2.2,17.6,9.2,Y
2016-08-26,4분위수,35,344,34766,1461,31840,1649,49834,16232,1362,41109,27968,28.3,4.9,20.1,23.1,2.2,19.6,8.3,Y
2016-08-27,1분위수,14,119,9873,393,10722,763,14610,5377,399,11716,9433,28.7,4.7,17.5,23.3,2.4,0,11.2,N
2016-08-27,2분위수,21,154,15819,561,15525,876,23176,7341,736,19579,12550,28.4,4.5,17.5,23.1,2.4,0,10.9,N
2016-08-27,3분위수,14,126,15201,421,14293,1177,20464,8036,427,17530,12574,28.1,4.2,15.5,22.4,2,0,12.6,N
2016-08-27,4분위수,28,337,37708,1440,36563,2189,53978,17787,2234,45135,31053,29,4.2,18.4,23.5,1.9,0,10.6,N
2016-08-28,1분위수,21,91,10613,364,8639,771,14111,6192,336,12138,9272,24,5.6,18.5,20.9,2.6,2.3,5.5,Y
2016-08-28,2분위수,70,119,15436,506,12159,1346,20802,6910,385,18006,11437,24.3,5.3,18.2,20.8,2.6,1.9,6.1,Y
2016-08-28,3분위수,7,119,16666,462,12516,1285,20553,8265,623,19225,11501,24.1,4.6,17.6,20.2,2,3.2,6.5,Y
2016-08-28,4분위수,28,273,36443,1180,29240,1846,50872,15283,1585,41121,28465,24.7,4.1,18.8,21.3,1.8,1.3,5.9,Y
2016-08-29,1분위수,7,126,8736,462,8751,800,12125,4779,378,10196,7886,26.6,4.6,18,22.2,2,0,8.6,N
2016-08-29,2분위수,14,161,12447,478,10948,939,16625,5917,567,14374,9674,26.9,4.3,17.3,21.8,2,0,9.6,N
2016-08-29,3분위수,35,119,12544,442,10402,1219,15922,5727,681,14880,8669,26.1,4.2,16.4,21.3,1.6,0,9.7,N
2016-08-29,4분위수,63,379,29136,1335,26335,1794,39682,13994,1785,33378,23877,27.6,3.6,17.9,22.5,1.6,0,9.7,N
2016-08-30,1분위수,42,84,9664,322,7733,448,12379,4857,259,9746,8197,24.8,5,18.5,21,2.4,0,6.3,N
2016-08-30,2분위수,49,189,14206,435,11143,1057,18408,6263,448,16452,9724,24.7,4.2,17.9,20.7,2,0,6.8,N
2016-08-30,3분위수,35,126,13132,456,8680,967,15667,5452,455,13645,8896,24.7,4.7,16.6,20.3,1.9,0,8.1,N
2016-08-30,4분위수,84,484,33766,1308,23548,1682,43809,13254,1057,37187,22615,25,4.8,18.6,21.2,2.4,0,6.4,N
2016-08-31,1분위수,14,140,11242,280,8380,693,12548,6872,455,10333,10235,20.5,6.1,16.5,18.4,3.1,22.7,4,Y
2016-08-31,2분위수,56,182,14782,336,10662,1156,17442,7576,553,15354,11373,20,4.3,16.2,18,2.2,17.2,3.8,Y
